Comamonas testosteroni CNB-2,CP001220.1,ACY30747.1,no_gene_name,0,1407,1,CtCNB1_0001,chromosomal replication initiator protein DnaA
Comamonas testosteroni CNB-2,CP001220.1,ACY30748.1,no_gene_name,1589,2711,1,CtCNB1_0002,"DNA polymerase III, beta subunit"
Comamonas testosteroni CNB-2,CP001220.1,ACY30749.1,no_gene_name,2859,5427,1,CtCNB1_0003,"DNA gyrase, B subunit"
Comamonas testosteroni CNB-2,CP001220.1,ACY30750.1,no_gene_name,5426,5924,1,CtCNB1_0004,"transcriptional regulator, MarR family"
Comamonas testosteroni CNB-2,CP001220.1,ACY30751.1,no_gene_name,5938,6871,-1,CtCNB1_0005,hypothetical conserved protein
Comamonas testosteroni CNB-2,CP001220.1,ACY30752.1,no_gene_name,6950,7679,-1,CtCNB1_0006,short-chain dehydrogenase/reductase SDR
Comamonas testosteroni CNB-2,CP001220.1,ACY30753.1,no_gene_name,7789,8596,-1,CtCNB1_0007,putative cyclase
Comamonas testosteroni CNB-2,CP001220.1,ACY30754.1,no_gene_name,8597,9851,-1,CtCNB1_0008,short-chain alcohol dehydrogenase
Comamonas testosteroni CNB-2,CP001220.1,ACY30755.1,no_gene_name,9936,11115,-1,CtCNB1_0009,hypothetical protein
Comamonas testosteroni CNB-2,CP001220.1,ACY30756.1,no_gene_name,11117,12095,-1,CtCNB1_0010,Twin-arginine translocation pathway signal
Comamonas testosteroni CNB-2,CP001220.1,ACY30757.1,no_gene_name,12111,13692,-1,CtCNB1_0011,AMP-dependent synthetase and ligase
Comamonas testosteroni CNB-2,CP001220.1,ACY30758.1,no_gene_name,13703,14195,-1,CtCNB1_0012,Small subunit of phenylpropionate dioxygenase
Comamonas testosteroni CNB-2,CP001220.1,ACY30759.1,no_gene_name,14191,15535,-1,CtCNB1_0013,"HcaE, Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenases, large terminal subunit"
Comamonas testosteroni CNB-2,CP001220.1,ACY30760.1,no_gene_name,15545,16517,-1,CtCNB1_0014,hypothetical conserved protein
Comamonas testosteroni CNB-2,CP001220.1,ACY30761.1,no_gene_name,16570,17560,-1,CtCNB1_0015,oxidoreductase FAD/NAD(P)-binding protein
Comamonas testosteroni CNB-2,CP001220.1,ACY30762.1,no_gene_name,17572,19069,-1,CtCNB1_0016,"PorG, Pyruvate:ferredoxin oxidoreductase-like 2-oxoacid:ferredoxin oxidoreductases, gamma subunit"
Comamonas testosteroni CNB-2,CP001220.1,ACY30763.1,no_gene_name,19081,21247,-1,CtCNB1_0017,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits"
Comamonas testosteroni CNB-2,CP001220.1,ACY30764.1,no_gene_name,21792,22014,-1,CtCNB1_0018,hypothetical protein
