Rhodococcus jostii RHA1,CP000431.1,ABG91837.1,no_gene_name,1390,2581,-1,RHA1_ro00001,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91838.1,no_gene_name,3555,4122,1,RHA1_ro00002,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91839.1,no_gene_name,4146,5319,1,RHA1_ro00003,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91840.1,no_gene_name,6181,6940,-1,RHA1_ro00004,probable dehydrogenase
Rhodococcus jostii RHA1,CP000431.1,ABG91841.1,no_gene_name,6934,8449,1,RHA1_ro00005,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91842.1,no_gene_name,11207,11435,-1,RHA1_ro00006,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91843.1,no_gene_name,12455,12710,1,RHA1_ro00007,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91844.1,no_gene_name,15091,15310,1,RHA1_ro00008,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91845.1,no_gene_name,15358,15568,1,RHA1_ro00009,probable transposase
Rhodococcus jostii RHA1,CP000431.1,ABG91846.1,no_gene_name,15607,16624,1,RHA1_ro00010,"probable transposase, mutator family protein"
Rhodococcus jostii RHA1,CP000431.1,ABG91847.1,no_gene_name,18121,20401,1,RHA1_ro00011,possible transposase
Rhodococcus jostii RHA1,CP000431.1,ABG91848.1,no_gene_name,21688,21916,-1,RHA1_ro00012,probable glutaredoxin-like protein
Rhodococcus jostii RHA1,CP000431.1,ABG91849.1,no_gene_name,22042,23263,-1,RHA1_ro00013,transposase
Rhodococcus jostii RHA1,CP000431.1,ABG91850.1,no_gene_name,23517,24447,-1,RHA1_ro00014,possible oxidoreductase
Rhodococcus jostii RHA1,CP000431.1,ABG91851.1,no_gene_name,25020,25911,1,RHA1_ro00015,"possible DNA-ligase (ATP), C-terminal"
Rhodococcus jostii RHA1,CP000431.1,ABG91852.1,no_gene_name,25985,26459,1,RHA1_ro00016,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91853.1,no_gene_name,26832,27300,1,RHA1_ro00017,possible Mg(2+) transporter
Rhodococcus jostii RHA1,CP000431.1,ABG91854.1,no_gene_name,27301,27541,1,RHA1_ro00018,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91855.1,no_gene_name,27476,27659,-1,RHA1_ro00019,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91856.1,no_gene_name,27655,27904,-1,RHA1_ro00020,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91857.1,no_gene_name,27921,28803,1,RHA1_ro00021,probable universal stress protein
Rhodococcus jostii RHA1,CP000431.1,ABG91858.1,no_gene_name,28826,29423,1,RHA1_ro00022,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91859.1,no_gene_name,29438,30749,-1,RHA1_ro00023,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91860.1,no_gene_name,30745,32179,-1,RHA1_ro00024,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91861.1,no_gene_name,32240,32774,-1,RHA1_ro00025,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91862.1,no_gene_name,32905,33760,-1,RHA1_ro00026,possible universal stress protein
Rhodococcus jostii RHA1,CP000431.1,ABG91863.1,no_gene_name,33809,34826,-1,RHA1_ro00027,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91864.1,no_gene_name,35001,35940,-1,RHA1_ro00028,possible universal stress protein
Rhodococcus jostii RHA1,CP000431.1,ABG91865.1,no_gene_name,35942,36743,-1,RHA1_ro00029,"probable ABC transporter, permease component"
Rhodococcus jostii RHA1,CP000431.1,ABG91866.1,no_gene_name,36732,37650,-1,RHA1_ro00030,"ABC transporter, ATP-binding protein"
Rhodococcus jostii RHA1,CP000431.1,ABG91867.1,no_gene_name,37807,38821,1,RHA1_ro00031,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91868.1,no_gene_name,38845,39313,-1,RHA1_ro00032,hydrogenase maturation protease
Rhodococcus jostii RHA1,CP000431.1,ABG91869.1,no_gene_name,39309,40578,-1,RHA1_ro00033,Ni-dependent hydrogenase large subunit
Rhodococcus jostii RHA1,CP000431.1,ABG91870.1,no_gene_name,40585,41371,-1,RHA1_ro00034,hydrogenase
Rhodococcus jostii RHA1,CP000431.1,ABG91871.1,no_gene_name,41370,42219,-1,RHA1_ro00035,probable hydrogenase/ sulfur reductase
Rhodococcus jostii RHA1,CP000431.1,ABG91872.1,no_gene_name,42215,42677,-1,RHA1_ro00036,possible cAMP binding protein
Rhodococcus jostii RHA1,CP000431.1,ABG91873.1,no_gene_name,42673,43831,-1,RHA1_ro00037,probable ferredoxin
Rhodococcus jostii RHA1,CP000431.1,ABG91874.1,no_gene_name,43863,44145,-1,RHA1_ro00038,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91875.1,no_gene_name,44221,45643,-1,RHA1_ro00039,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91876.1,no_gene_name,45852,46104,-1,RHA1_ro00040,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91877.1,no_gene_name,46394,47549,1,RHA1_ro00041,probable penicillin-binding protein
Rhodococcus jostii RHA1,CP000431.1,ABG91878.1,no_gene_name,47558,48437,-1,RHA1_ro00042,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91879.1,no_gene_name,48503,48797,-1,RHA1_ro00043,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91880.1,no_gene_name,48795,49329,1,RHA1_ro00044,possible flavodoxin
Rhodococcus jostii RHA1,CP000431.1,ABG91881.1,no_gene_name,49932,53064,1,RHA1_ro00045,trehalose-phosphatase
Rhodococcus jostii RHA1,CP000431.1,ABG91882.1,no_gene_name,53106,53709,-1,RHA1_ro00046,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91883.1,no_gene_name,53897,54266,1,RHA1_ro00047,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91884.1,no_gene_name,54365,55013,1,RHA1_ro00048,"response regulator, two-component system"
Rhodococcus jostii RHA1,CP000431.1,ABG91885.1,no_gene_name,55091,56813,1,RHA1_ro00049,"sensor kinase, two-component system"
Rhodococcus jostii RHA1,CP000431.1,ABG91886.1,no_gene_name,56935,57817,1,RHA1_ro00050,possible universal stress protein
Rhodococcus jostii RHA1,CP000431.1,ABG91887.1,no_gene_name,57829,58978,-1,RHA1_ro00051,cation transporting ATPase
Rhodococcus jostii RHA1,CP000431.1,ABG91888.1,no_gene_name,58974,59250,-1,RHA1_ro00052,probable cation transporting ATPase
Rhodococcus jostii RHA1,CP000431.1,ABG91889.1,no_gene_name,59343,60093,-1,RHA1_ro00053,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91890.1,no_gene_name,60269,60833,1,RHA1_ro00054,possible acyl-CoA synthetase
Rhodococcus jostii RHA1,CP000431.1,ABG91891.1,no_gene_name,60842,62357,1,RHA1_ro00055,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91892.1,no_gene_name,62406,63360,1,RHA1_ro00056,1-phosphofructokinase
Rhodococcus jostii RHA1,CP000431.1,ABG91893.1,no_gene_name,63637,64513,-1,RHA1_ro00057,3-oxoacyl-[acyl-carrier-protein] synthase III
Rhodococcus jostii RHA1,CP000431.1,ABG91894.1,no_gene_name,64496,65552,-1,RHA1_ro00058,3-oxoacyl-[acyl-carrier-protein] synthase III
Rhodococcus jostii RHA1,CP000431.1,ABG91895.1,no_gene_name,65778,66369,1,RHA1_ro00059,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91896.1,no_gene_name,66420,66678,1,RHA1_ro00060,hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91897.1,no_gene_name,66751,67639,1,RHA1_ro00061,possible universal stress protein
Rhodococcus jostii RHA1,CP000431.1,ABG91898.1,no_gene_name,67974,68571,1,RHA1_ro00062,possible potassium channel protein TrkA
Rhodococcus jostii RHA1,CP000431.1,ABG91899.1,no_gene_name,68584,68827,-1,RHA1_ro00063,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91900.1,no_gene_name,68902,69748,-1,RHA1_ro00064,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91901.1,no_gene_name,69744,71229,-1,RHA1_ro00065,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91902.1,no_gene_name,71477,71909,-1,RHA1_ro00066,possible transcriptional regulator
Rhodococcus jostii RHA1,CP000431.1,ABG91903.1,no_gene_name,71918,72722,1,RHA1_ro00067,probable epoxide hydrolase
Rhodococcus jostii RHA1,CP000431.1,ABG91904.1,no_gene_name,72567,73314,-1,RHA1_ro00068,"response regulator, two-component system"
Rhodococcus jostii RHA1,CP000431.1,ABG91905.1,no_gene_name,73471,74320,1,RHA1_ro00069,probable hydrolase
Rhodococcus jostii RHA1,CP000431.1,ABG91906.1,no_gene_name,74279,74984,-1,RHA1_ro00070,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91907.1,no_gene_name,75235,76717,1,RHA1_ro00071,"multidrug resistance transporter, MFS superfamily protein"
Rhodococcus jostii RHA1,CP000431.1,ABG91908.1,no_gene_name,76856,81278,1,RHA1_ro00072,non-ribosomal peptide synthetase
Rhodococcus jostii RHA1,CP000431.1,ABG91909.1,no_gene_name,81329,82697,1,RHA1_ro00073,"sensor kinase, two-component system"
Rhodococcus jostii RHA1,CP000431.1,ABG91910.1,no_gene_name,82669,83347,-1,RHA1_ro00074,"response regulator, two-component system"
Rhodococcus jostii RHA1,CP000431.1,ABG91911.1,no_gene_name,83451,84138,1,RHA1_ro00075,"phosphatidic acid phosphatase, type 2"
Rhodococcus jostii RHA1,CP000431.1,ABG91912.1,no_gene_name,84184,84610,1,RHA1_ro00076,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91913.1,no_gene_name,84651,85188,-1,RHA1_ro00077,conserved hypothetical protein
Rhodococcus jostii RHA1,CP000431.1,ABG91914.1,no_gene_name,85311,85698,1,RHA1_ro00078,"possible Zn-containing alcohol dehydrogenase, C-terminal"
Rhodococcus jostii RHA1,CP000431.1,ABG91915.1,no_gene_name,85640,86534,-1,RHA1_ro00079,probable transposase
Rhodococcus jostii RHA1,CP000431.1,ABG91916.1,no_gene_name,86530,86872,-1,RHA1_ro00080,possible transposase
